CY,PCY,FY,PFY,L90,B1_ALT_ID,CAT1,DATE1,DATE2,DATE3,TOPIC,ALLEGATION,SOURCE,LANGUAGE,REQUEST_TYPE,OUTCOME,ENFO_OUTCOME,STATUS,STAFF,ENFO_RECORD
0,0,0,1,0,2020-05796-INT,INTAKE_RECEIVED,7/23/2020 11:25,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,D,
0,0,0,0,0,2020-02473-INT,INTAKE_RECEIVED,6/8/2020 13:43,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,L,
0,0,0,0,0,2020-02436-INT,INTAKE_RECEIVED,6/4/2020 12:19,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,U,
0,0,0,1,0,2020-08868-INT,INTAKE_RECEIVED,9/9/2020 13:55,,,Unemployment Insurance,,Call from Hotline,English,Information Request,Information Provided,,,J,
0,1,0,1,0,2021-21264-INT,INTAKE_RECEIVED,4/28/2021 10:33,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,M,
0,0,0,0,0,2020-00417-INT,INTAKE_RECEIVED,2/19/2020 9:20,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,O,
0,0,0,1,0,2020-12967-INT,INTAKE_RECEIVED,11/12/2020 14:38,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,F,
0,1,0,1,0,2021-18008-INT,INTAKE_RECEIVED,2/17/2021 9:24,,,Paid Safe and Sick Leave,,Call from Hotline,English,Information Request,Information Provided,,,T,
0,1,0,1,0,2021-20823-INT,INTAKE_RECEIVED,4/16/2021 0:00,,,Discrimination/Harassment,,Email,English,Information Request,Assigned for Review,Matter Created,,D,
0,1,1,0,0,2021-23677-INT,INTAKE_RECEIVED,7/20/2021 11:52,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Z,
0,0,0,1,0,2020-07919-INT,INTAKE_RECEIVED,8/25/2020 15:38,,,Wage & Hour,,Direct Call,English,Information Request,Information Provided,,,K,
0,1,0,1,0,2021-20834-INT,INTAKE_RECEIVED,4/16/2021 0:00,,,Paid Safe and Sick Leave,,Mail,English,Information Request,Information Provided,,,R,
0,0,0,0,0,2020-01542-INT,INTAKE_RECEIVED,4/5/2020 0:00,,,Health & Safety,,Email,English,Information Request,Information Provided,,,B,
0,0,0,0,0,2020-03854-INT,INTAKE_RECEIVED,6/29/2020 0:00,1/28/2021 14:34,213,Fair Workweek,Fast Food: Failed to update schedule,Email,English,Complaint,Assigned for Review,Matter Created,,Q,2021-00748-ENF
0,1,0,1,0,2021-17342-INT,INTAKE_RECEIVED,2/3/2021 11:35,,,Paid Safe and Sick Leave,,Call from Hotline,English,Information Request,Information Provided,,,I,
0,0,0,1,0,2020-08523-INT,INTAKE_RECEIVED,9/3/2020 10:12,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,O,
0,0,0,0,0,2020-02455-INT,INTAKE_RECEIVED,6/8/2020 9:16,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,U,
0,0,0,1,0,2020-06997-INT,INTAKE_RECEIVED,8/10/2020 9:57,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,K,
0,0,0,1,0,2020-04566-INT,INTAKE_RECEIVED,7/9/2020 12:00,,,Health & Safety,,Call from Hotline,English,Complaint,Information Provided,,,H,
0,0,0,0,0,2020-02764-INT,INTAKE_RECEIVED,6/11/2020 15:43,,,Paid Safe and Sick Leave,,Direct Call,English,Information Request,Information Provided,,,I,
0,1,0,1,0,2021-17946-INT,INTAKE_RECEIVED,2/16/2021 11:06,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,G,
0,1,0,1,0,2021-17681-INT,INTAKE_RECEIVED,2/9/2021 11:38,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,W,
0,0,0,1,0,2020-04215-INT,INTAKE_RECEIVED,7/6/2020 14:35,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,B,
0,0,0,1,0,2020-09567-INT,INTAKE_RECEIVED,9/18/2020 10:44,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,B,
1,0,1,0,1,2022-26375-INT,INTAKE_RECEIVED,1/22/2022 0:00,1/28/2022 16:06,6,Freelance Isn't Free,Non-pmnt on dates agreed/within 30 days if no agreed date,Email,English,Complaint,Assigned for Review,Matter Created,,K,2022-01340-ENF
0,0,0,1,0,2020-12535-INT,INTAKE_RECEIVED,11/4/2020 16:26,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,G,
0,0,0,1,0,2020-04590-INT,INTAKE_RECEIVED,7/9/2020 14:13,11/10/2020 11:41,124,Paid Safe and Sick Leave,,Call from Hotline,Spanish,Information Request,Assigned for Review,Matter Created,,J,2020-00650-ENF
0,0,0,1,0,2020-08946-INT,INTAKE_RECEIVED,9/10/2020 10:58,,,Other,,Call from Hotline,English,Complaint,Information Provided,,,O,
1,0,1,0,1,2022-26062-INT,INTAKE_RECEIVED,1/11/2022 16:37,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,X,
0,1,0,1,0,2021-21243-INT,INTAKE_RECEIVED,4/27/2021 16:50,,,Wage & Hour,,Email,English,Information Request,Information Provided,,,O,
0,0,0,1,0,2020-07208-INT,INTAKE_RECEIVED,8/12/2020 13:22,8/12/2020 14:53,0,Freelance Isn't Free,Non-pmnt on dates agreed/within 30 days if no agreed date,Email,English,Complaint,Assigned for Review,Matter Created,,B,2020-00519-ENF
0,0,0,1,0,2020-04365-INT,INTAKE_RECEIVED,7/7/2020 15:08,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,M,
0,0,0,0,0,2020-03492-INT,INTAKE_RECEIVED,6/24/2020 12:19,,,Wage & Hour,,Call from Hotline,English,Information Request,Assigned for Review,Matter Created,,X,
0,1,0,1,0,2021-22182-INT,INTAKE_RECEIVED,5/25/2021 12:21,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,E,
0,0,0,0,0,2020-00369-INT,INTAKE_RECEIVED,2/11/2020 14:28,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,Y,
0,1,0,1,0,2021-17535-INT,INTAKE_RECEIVED,2/5/2021 15:29,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Y,
0,0,0,1,0,2020-12497-INT,INTAKE_RECEIVED,11/4/2020 13:45,,,Health & Safety,,Call from Hotline,English,Complaint,Information Provided,,,Q,
0,1,0,1,0,2021-15879-INT,INTAKE_RECEIVED,1/8/2021 10:19,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,D,
0,1,0,1,0,2021-15887-INT,INTAKE_RECEIVED,1/8/2021 11:09,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Y,
0,0,0,1,0,2020-10267-INT,INTAKE_RECEIVED,9/29/2020 12:10,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,H,
0,0,0,0,0,2020-03700-INT,INTAKE_RECEIVED,6/29/2020 10:52,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,W,
0,0,0,1,0,2020-12317-INT,INTAKE_RECEIVED,10/30/2020 15:07,,,Other,,Call from Hotline,English,Complaint,Information Provided,,,O,
0,1,0,1,0,2021-21341-INT,INTAKE_RECEIVED,4/29/2021 13:04,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,E,
0,0,0,0,0,2020-01255-INT,INTAKE_RECEIVED,3/27/2020 0:00,,,Health & Safety,,Email,English,Information Request,Information Provided,,,H,
0,0,0,1,0,2020-11237-INT,INTAKE_RECEIVED,10/15/2020 9:52,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,Q,
0,1,1,0,0,2021-23833-INT,INTAKE_RECEIVED,7/31/2021 0:00,8/6/2021 15:00,6,Freelance Isn't Free,,Email,English,Complaint,Assigned for Review,Matter Created,,N,2021-01040-ENF
0,1,0,1,0,2021-18278-INT,INTAKE_RECEIVED,2/23/2021 13:08,,,Health & Safety,,Call from Hotline,English,Information Request,,,,G,
0,0,0,1,0,2020-04870-INT,INTAKE_RECEIVED,7/13/2020 16:18,,,Health & Safety,,Call from Hotline,English,Complaint,Information Provided,,,Z,
1,0,1,0,1,2022-26284-INT,INTAKE_RECEIVED,1/19/2022 11:24,,,Other,,Email,English,Information Request,Information Provided,,,S,
0,1,0,1,0,2021-21516-INT,INTAKE_RECEIVED,5/4/2021 14:44,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,P,
0,0,0,1,0,2020-10665-INT,INTAKE_RECEIVED,10/7/2020 9:23,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,W,
0,0,0,1,0,2020-14357-INT,INTAKE_RECEIVED,12/7/2020 10:18,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,P,
0,0,0,1,0,2020-05405-INT,INTAKE_RECEIVED,7/20/2020 13:04,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Z,
0,0,0,1,0,2020-14003-INT,INTAKE_RECEIVED,12/1/2020 16:10,,,Paid Safe and Sick Leave,,Direct Call,English,Information Request,Information Provided,,,P,
0,0,0,1,0,2020-09751-INT,INTAKE_RECEIVED,9/22/2020 10:07,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,U,
0,1,0,1,0,2021-17063-INT,INTAKE_RECEIVED,1/28/2021 16:41,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,G,
0,1,0,1,0,2021-23004-INT,INTAKE_RECEIVED,6/22/2021 15:12,7/2/2021 10:21,10,Paid Safe and Sick Leave,Did not pay for use,Direct Call,English,Retaliation w/ Termination,Assigned for Review,Matter Created,,Z,2021-00993-ENF
0,0,0,1,0,2020-12479-INT,INTAKE_RECEIVED,11/4/2020 11:53,,,Health & Safety,,Call from Hotline,English,Complaint,,,,V,
0,0,0,1,0,2020-11504-INT,INTAKE_RECEIVED,10/20/2020 9:31,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,D,
0,1,0,1,0,2021-20905-INT,INTAKE_RECEIVED,4/20/2021 16:26,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,X,
0,0,0,1,0,2020-15234-INT,INTAKE_RECEIVED,12/22/2020 16:56,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,U,
1,0,1,0,1,2022-26457-INT,INTAKE_RECEIVED,1/26/2022 0:00,1/28/2022 16:16,2,Freelance Isn't Free,Non-pmnt on dates agreed/within 30 days if no agreed date,Email,English,Complaint,,Matter Created,,X,2022-01344-ENF
0,0,0,1,0,2020-08550-INT,INTAKE_RECEIVED,9/3/2020 13:11,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,N,
0,0,0,0,0,2020-00526-INT,INTAKE_RECEIVED,2/25/2020 0:00,4/28/2020 15:28,63,Paid Safe and Sick Leave,Did not allow use,Mail,English,Complaint,Assigned for Review,Matter Created,,B,2020-00351-ENF
0,0,0,1,0,2020-11345-INT,INTAKE_RECEIVED,10/16/2020 0:00,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,S,
0,1,0,1,0,2021-22355-INT,INTAKE_RECEIVED,6/2/2021 10:00,,,Other,,Call from Hotline,English,Complaint,Information Provided,,,E,
0,1,0,1,0,2021-17158-INT,INTAKE_RECEIVED,1/29/2021 16:56,,,Other,,Call from Hotline,English,Complaint,Information Provided,,,V,
0,0,0,1,0,2020-05764-INT,INTAKE_RECEIVED,7/22/2020 16:55,,,Other,,Call from Hotline,Spanish,Information Request,,,,P,
0,0,0,1,0,2020-11959-INT,INTAKE_RECEIVED,10/26/2020 14:07,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Q,
0,0,0,1,0,2020-06181-INT,INTAKE_RECEIVED,7/29/2020 9:30,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Q,
0,1,1,0,0,2021-23500-INT,INTAKE_RECEIVED,7/9/2021 16:38,,,Wage & Hour,,Email,English,Information Request,Information Provided,,,V,
0,0,0,1,0,2020-04840-INT,INTAKE_RECEIVED,7/13/2020 14:16,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,C,
0,0,0,0,0,2020-03663-INT,INTAKE_RECEIVED,6/26/2020 18:16,,,Other,,Call from Hotline,Spanish,Information Request,Information Provided,,,F,
0,0,0,0,0,2020-03784-INT,INTAKE_RECEIVED,6/25/2020 0:00,7/1/2020 11:42,6,Freelance Isn't Free,Non-pmnt on dates agreed/within 30 days if no agreed date,Email,English,Complaint,Assigned for Review,Matter Created,,E,2020-00460-ENF
0,0,0,1,0,2020-07883-INT,INTAKE_RECEIVED,8/25/2020 12:30,,,Paid Safe and Sick Leave,,Call from Hotline,English,Information Request,Information Provided,Decision Made Not to Docket,,V,
0,1,1,0,0,2021-23678-INT,INTAKE_RECEIVED,7/20/2021 11:55,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,R,
0,0,0,1,0,2020-13904-INT,INTAKE_RECEIVED,11/30/2020 15:28,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,W,
0,0,0,1,0,2020-06182-INT,INTAKE_RECEIVED,7/29/2020 9:33,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,I,
0,0,0,1,0,2020-12162-INT,INTAKE_RECEIVED,10/29/2020 9:31,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,N,
0,1,1,0,0,2021-23321-INT,INTAKE_RECEIVED,7/1/2021 14:13,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,O,
0,0,0,0,0,2020-02542-INT,INTAKE_RECEIVED,6/8/2020 13:37,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,W,
0,1,0,1,0,2021-18728-INT,INTAKE_RECEIVED,3/4/2021 12:08,,,Health & Safety,,Call from Hotline,English,Complaint,,,,F,
0,0,0,1,0,2020-11507-INT,INTAKE_RECEIVED,10/20/2020 9:50,,,Discrimination/Harassment,,Call from Hotline,English,Information Request,Information Provided,,,Z,
0,1,0,1,0,2021-20688-INT,INTAKE_RECEIVED,4/15/2021 16:31,,,Unemployment Insurance,,Call from Hotline,English,Information Request,Information Provided,,,H,
0,0,0,1,0,2020-14643-INT,INTAKE_RECEIVED,12/10/2020 12:05,,,Health & Safety,,Call from Hotline,English,Complaint,,,,C,
0,0,0,1,0,2020-13310-INT,INTAKE_RECEIVED,11/19/2020 9:34,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,T,
0,0,0,0,0,2020-03487-INT,INTAKE_RECEIVED,6/24/2020 11:14,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,G,
0,0,0,1,0,2020-09772-INT,INTAKE_RECEIVED,9/22/2020 12:05,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,H,
0,1,0,1,0,2021-17031-INT,INTAKE_RECEIVED,1/28/2021 14:30,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Q,
1,0,1,0,1,2022-26176-INT,INTAKE_RECEIVED,1/11/2022 0:00,1/13/2022 16:00,2,Freelance Isn't Free,Non-pmnt on dates agreed/within 30 days if no agreed date,Email,English,Complaint,Assigned for Review,Matter Created,,O,2022-01299-ENF
0,0,0,0,0,2020-01955-INT,INTAKE_RECEIVED,4/22/2020 0:00,4/28/2020 12:46,6,Freelance Isn't Free,Non-pmnt on dates agreed/within 30 days if no agreed date,Email,English,Complaint,Information Provided,Matter Created,,U,2020-00335-ENF
0,0,0,1,0,2020-05391-INT,INTAKE_RECEIVED,7/15/2020 0:00,7/29/2020 17:00,14,Freelance Isn't Free,Non-pmnt on dates agreed/within 30 days if no agreed date,Email,English,Complaint,,Matter Created,,R,2020-00501-ENF
0,0,0,1,0,2020-05903-INT,INTAKE_RECEIVED,7/24/2020 12:05,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,I,
0,1,0,1,0,2021-17608-INT,INTAKE_RECEIVED,2/8/2021 14:07,,,Wage & Hour,,Direct Call,Spanish,Information Request,,,,R,
0,0,0,0,0,2020-02650-INT,INTAKE_RECEIVED,6/10/2020 14:20,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,E,
0,1,0,1,0,2021-18901-INT,INTAKE_RECEIVED,3/8/2021 14:35,,,Paid Safe and Sick Leave,,Call from 311,English,Complaint,Assigned for Review,Decision Made Not to Docket,,O,
0,1,0,1,0,2021-20291-INT,INTAKE_RECEIVED,4/2/2021 10:05,,,Paid Safe and Sick Leave,,Call from Hotline,English,Complaint,Information Provided,,,F,
0,1,0,1,0,2021-17148-INT,INTAKE_RECEIVED,1/29/2021 15:31,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,M,
0,0,0,0,0,2020-03873-INT,INTAKE_RECEIVED,6/30/2020 15:59,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,Y,
0,1,1,0,0,2021-24857-INT,INTAKE_RECEIVED,11/10/2021 14:35,12/6/2021 11:53,26,Paid Safe and Sick Leave,,Direct Call,English,Complaint,Assigned for Review,Matter Created,,B,2021-01235-ENF
0,1,0,1,0,2021-23119-INT,INTAKE_RECEIVED,6/25/2021 13:00,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Y,
0,1,0,1,0,2021-21762-INT,INTAKE_RECEIVED,4/28/2021 0:00,5/17/2021 11:59,19,Freelance Isn't Free,Non-pmnt on dates agreed/within 30 days if no agreed date,Email,English,Complaint,Assigned for Review,Matter Created,,N,2021-00910-ENF
0,0,0,0,0,2020-00985-INT,INTAKE_RECEIVED,3/20/2020 0:00,,,Other,,Email,English,Information Request,Information Provided,,,H,
0,0,0,1,0,2020-05354-INT,INTAKE_RECEIVED,7/20/2020 9:36,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,C,
0,0,0,1,0,2020-04371-INT,INTAKE_RECEIVED,7/7/2020 15:42,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,L,
0,0,0,1,0,2020-09123-INT,INTAKE_RECEIVED,9/11/2020 16:01,,,Unemployment Insurance,,Call from Hotline,English,Information Request,Information Provided,,,L,
0,0,0,0,0,2020-00389-INT,INTAKE_RECEIVED,2/13/2020 9:45,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,G,
0,0,0,1,0,2020-07188-INT,INTAKE_RECEIVED,8/12/2020 11:09,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,L,
0,0,0,1,0,2020-06047-INT,INTAKE_RECEIVED,7/27/2020 16:52,,,Health & Safety,,Call from Hotline,English,Information Request,,,,P,
0,0,0,1,0,2020-10472-INT,INTAKE_RECEIVED,10/2/2020 14:56,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,U,
0,0,0,1,0,2020-04675-INT,INTAKE_RECEIVED,7/10/2020 11:14,,,Discrimination/Harassment,,Direct Call,English,Information Request,Information Provided,,,C,
0,0,0,1,0,2020-14428-INT,INTAKE_RECEIVED,12/8/2020 10:28,,,Paid Safe and Sick Leave,,Call from Hotline,English,Information Request,Information Provided,,,I,
0,0,0,0,0,2020-02598-INT,INTAKE_RECEIVED,6/9/2020 16:41,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Q,
0,0,0,1,0,2020-14164-INT,INTAKE_RECEIVED,12/3/2020 10:30,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,D,
0,0,0,0,0,2020-01957-INT,INTAKE_RECEIVED,4/24/2020 0:00,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,X,
0,0,0,1,0,2020-07883-INT,INTAKE_RECEIVED,8/25/2020 12:30,,,Paid Safe and Sick Leave,,Call from Hotline,English,Information Request,Assigned for Review,Decision Made Not to Docket,,V,
0,0,0,1,0,2020-08157-INT,INTAKE_RECEIVED,8/28/2020 14:41,,,Other,,Call from Hotline,Spanish,Information Request,Information Provided,,,W,
0,1,0,1,0,2021-20225-INT,INTAKE_RECEIVED,4/1/2021 9:13,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,D,
0,1,0,1,0,2021-17161-INT,INTAKE_RECEIVED,2/1/2021 9:21,,,Other,,Call from Hotline,English,Information Request,,,,G,
0,0,0,1,0,2020-08784-INT,INTAKE_RECEIVED,9/5/2020 0:00,,,Grocery Worker Retention,,Email,English,Information Request,Information Provided,,,S,
0,1,0,1,0,2021-20362-INT,INTAKE_RECEIVED,4/5/2021 9:49,4/5/2021 16:30,0,Freelance Isn't Free,Non-pmnt on dates agreed/within 30 days if no agreed date,,English,Complaint,Assigned for Review,Matter Created,,Z,2021-00835-ENF
0,1,0,1,0,2021-17482-INT,INTAKE_RECEIVED,2/5/2021 9:53,,,Paid Safe and Sick Leave,,Call from Hotline,English,Information Request,Information Provided,,,U,
0,0,0,0,0,2020-02306-INT,INTAKE_RECEIVED,5/22/2020 14:08,,,Unemployment Insurance,,Call from 311,English,Information Request,Information Provided,,,P,
0,0,0,1,0,2020-05509-INT,INTAKE_RECEIVED,7/20/2020 16:53,,,Other,,Call from Hotline,English,Complaint,Information Provided,,,G,
0,0,0,1,0,2020-13462-INT,INTAKE_RECEIVED,11/20/2020 12:03,,,Paid Safe and Sick Leave,,Direct Call,English,Information Request,Information Provided,,,O,
0,1,0,1,0,2021-17074-INT,INTAKE_RECEIVED,1/29/2021 9:27,,,Paid Safe and Sick Leave,,Call from Hotline,English,Information Request,Information Provided,,,R,
0,1,0,1,0,2021-21400-INT,INTAKE_RECEIVED,4/30/2021 12:52,,,Other,,Email,English,Information Request,Information Provided,,,N,
1,0,1,0,1,2022-25869-INT,INTAKE_RECEIVED,1/4/2022 0:00,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,T,
0,1,0,1,0,2021-16704-INT,INTAKE_RECEIVED,1/25/2021 9:40,,,Health & Safety,,Call from Hotline,English,Complaint,,,,A,
0,0,0,1,0,2020-10505-INT,INTAKE_RECEIVED,10/5/2020 9:32,,,Other,,Call from Hotline,English,Complaint,Information Provided,,,Q,
0,1,1,0,0,2021-23489-INT,INTAKE_RECEIVED,7/8/2021 0:00,7/12/2021 11:08,4,Freelance Isn't Free,Retal. - threats re: this or future job assignments,Email,English,Complaint,Information Provided,Matter Created,,K,2021-01006-ENF
0,0,0,0,0,2020-00503-INT,INTAKE_RECEIVED,2/27/2020 0:00,4/28/2020 13:23,61,Paid Safe and Sick Leave,Did not pay for use,Email,English,Complaint,Assigned for Review,Matter Created,,K,2020-00341-ENF
0,1,1,0,0,2021-23496-INT,INTAKE_RECEIVED,7/9/2021 15:41,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,S,
